lon,lat,name,id,reading,writing,math
-73.909363,40.811051,"FOREIGN LANGUAGE ACADEMY OF GLOBAL STUDIES",07X520,399,391,396
-73.922366,40.821828,"BRONX LEADERSHIP ACADEMY II HIGH SCHOOL",07X527,362,363,378
-73.922366,40.821828,"NEW EXPLORERS HIGH SCHOOL",07X547,367,361,356
-73.922366,40.821828,"URBAN ASSEMBLY SCHOOL FOR CAREERS IN SPORTS",07X548,387,383,411
-73.925995,40.813681,"BRONX ACADEMY OF LETTERS",07X551,413,407,381
-73.919949,40.818645,"ALFRED E. SMITH CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",07X600,394,364,400
-73.92996,40.815712,"HEALTH OPPORTUNITIES HIGH SCHOOL",07X670,363,364,368
-73.892961,40.820388,"BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS",08X269,s,s,s
-73.85607,40.815043,"WOMEN'S ACADEMY OF EXCELLENCE",08X282,407,378,386
-73.839583,40.839775,"RENAISSANCE HIGH SCHOOL FOR MUSICAL THEATER & TECHNOLOGY",08X293,384,389,385
-73.85593,40.821218,"PABLO NERUDA ACADEMY FOR ARCHITECTURE AND WORLD STUDIES",08X305,337,340,361
-73.85593,40.821218,"MILLENNIUM ART ACADEMY",08X312,387,375,402
-73.897876,40.817741,"HOLCOMBE L. RUCKER SCHOOL OF COMMUNITY RESEARCH",08X332,363,350,371
-73.85607,40.815043,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",08X367,s,s,s
-73.85593,40.821218,"ANTONIA PANTOJA PREPARATORY ACADEMY, A COLLEGE BOARD SCHOOL",08X376,s,s,s
-73.85593,40.821218,"BRONX COMMUNITY HIGH SCHOOL",08X377,367,376,369
-73.839583,40.839775,"HERBERT H. LEHMAN HIGH SCHOOL",08X405,412,393,436
-73.85593,40.821218,"BRONX BRIDGES HIGH SCHOOL",08X432,s,s,s
-73.85593,40.821218,"BRONX GUILD",08X452,369,365,371
-73.881187,40.820486,"FELISA RINCON DE GAUTIER INSTITUTE FOR LAW AND PUBLIC POLICY, THE",08X519,373,356,370
-73.897876,40.817741,"BANANA KELLY HIGH SCHOOL",08X530,373,377,381
-73.881187,40.820486,"BRONX ARENA HIGH SCHOOL",08X537,s,s,s
-73.911366,40.839307,"BRONX EXPEDITIONARY LEARNING HIGH SCHOOL",09X227,324,349,376
-73.897479,40.845366,"EAGLE ACADEMY FOR YOUNG MEN",09X231,373,374,387
-73.901774,40.839508,"URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE, THE",09X241,411,415,464
-73.902794,40.833884,"EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOARD SCHOOL",09X250,393,382,394
-73.901774,40.839508,"MOTT HALL BRONX HIGH SCHOOL",09X252,369,356,367
-73.902794,40.833884,"BRONX CENTER FOR SCIENCE AND MATHEMATICS",09X260,459,457,480
-73.901774,40.839508,"VALIDUS PREPARATORY ACADEMY: AN EXPEDITIONARY LEARNING SCHOOL",09X263,356,356,363
-73.897943,40.841758,"LEADERSHIP INSTITUTE",09X276,361,367,353
-73.90392,40.827455,"MORRIS ACADEMY FOR COLLABORATIVE STUDIES",09X297,386,376,386
-73.917705,40.828009,"BRONX EARLY COLLEGE ACADEMY FOR TEACHING & LEARNING",09X324,s,s,s
-73.911366,40.839307,"DREAMYARD PREPARATORY SCHOOL",09X329,382,391,365
-73.915217,40.849416,"ACADEMY FOR LANGUAGE AND TECHNOLOGY",09X365,315,297,339
-73.90392,40.827455,"BRONX INTERNATIONAL HIGH SCHOOL",09X403,314,339,312
-73.90392,40.827455,"SCHOOL FOR EXCELLENCE",09X404,363,351,360
-73.911366,40.839307,"BRONX HIGH SCHOOL OF BUSINESS",09X412,356,351,376
-73.911366,40.839307,"BRONX HIGH SCHOOL FOR MEDICAL SCIENCE",09X413,400,402,419
-73.911366,40.839307,"JONATHAN LEVIN HIGH SCHOOL FOR MEDIA AND COMMUNICATIONS",09X414,379,379,364
-73.919024,40.827461,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",09X505,404,402,418
-73.903951,40.833493,"FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL",09X517,368,369,384
-73.902969,40.84325,"BRONX LEADERSHIP ACADEMY HIGH SCHOOL",09X525,384,388,394
-73.90392,40.827455,"HIGH SCHOOL FOR VIOLIN AND DANCE",09X543,353,371,315
-73.914141,40.887407,"RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141)",10X141,438,440,455
-73.912686,40.877379,"BRONX ENGINEERING AND TECHNOLOGY ACADEMY",10X213,373,365,412
-73.897404,40.854257,"THEATRE ARTS PRODUCTION COMPANY SCHOOL",10X225,405,394,391
-73.901565,40.875636,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND HEALTH PROFESSIONS",10X237,382,382,393
-73.888625,40.859466,"WEST BRONX ACADEMY FOR THE FUTURE",10X243,382,370,406
-73.897066,40.869061,"KINGSBRIDGE INTERNATIONAL HIGH SCHOOL",10X268,304,302,356
-73.912686,40.877379,"BRONX SCHOOL OF LAW AND FINANCE",10X284,402,385,395
-73.893744,40.848385,"PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH SCHOOL",10X319,s,s,s
-73.897066,40.869061,"INTERNATIONAL SCHOOL FOR LIBERAL ARTS",10X342,300,301,333
-73.913694,40.877935,"INsTECH ACADEMY (M.S. / HIGH SCHOOL 368)",10X368,390,383,408
-73.888625,40.859466,"KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIONAL HIGH SCHOOL (KAPPA)",10X374,392,387,401
-73.912686,40.877379,"ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPORT PREPARATORY ACADEMY (ELLIS)",10X397,343,330,356
-73.897066,40.869061,"HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS",10X433,370,365,371
-73.888625,40.859466,"BELMONT PREPARATORY HIGH SCHOOL",10X434,404,400,418
-73.888625,40.859466,"FORDHAM HIGH SCHOOL FOR THE ARTS",10X437,355,372,350
-73.888625,40.859466,"FORDHAM LEADERSHIP ACADEMY FOR BUSINESS AND TECHNOLOGY",10X438,367,367,385
-73.888625,40.859466,"BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE",10X439,366,352,364
-73.889011,40.879958,"DEWITT CLINTON HIGH SCHOOL",10X440,419,410,426
-73.897066,40.869061,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",10X442,423,427,420
-73.889011,40.879958,"BRONX HIGH SCHOOL OF SCIENCE",10X445,632,649,688
-73.912686,40.877379,"MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES",10X477,414,414,435
-73.912686,40.877379,"BRONX THEATRE HIGH SCHOOL",10X546,348,354,362
-73.897066,40.869061,"DISCOVERY HIGH SCHOOL",10X549,372,364,379
-73.895543,40.874725,"HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE",10X696,636,636,648
-73.831669,40.874035,"BRONX HEALTH SCIENCES HIGH SCHOOL",11X249,370,382,381
-73.861649,40.875172,"BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS",11X253,400,390,357
-73.861649,40.875172,"BRONX LAB SCHOOL",11X265,377,367,391
-73.852714,40.888242,"ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A COLLEGE BOARD SCHOOL",11X270,386,361,394
-73.861649,40.875172,"HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY",11X275,381,354,376
-73.860729,40.860443,"COLLEGIATE INSTITUTE FOR MATH AND SCIENCE",11X288,444,433,471
-73.861649,40.875172,"BRONX ACADEMY OF HEALTH CAREERS",11X290,387,383,365
-73.860729,40.860443,"ASTOR COLLEGIATE ACADEMY",11X299,387,391,391
-73.864438,40.851577,"BRONX HIGH SCHOOL FOR THE VISUAL ARTS",11X418,419,416,433
-73.831669,40.874035,"HARRY S TRUMAN HIGH SCHOOL",11X455,386,368,397
-73.852714,40.888242,"NEW WORLD HIGH SCHOOL",11X513,332,335,381
-73.852714,40.888242,"THE BRONXWOOD PREPARATORY ACADEMY",11X514,377,363,372
-73.860729,40.860443,"PELHAM PREPARATORY ACADEMY",11X542,431,419,438
-73.861649,40.875172,"HIGH SCHOOL FOR CONTEMPORARY ARTS",11X544,383,365,378
-73.861649,40.875172,"BRONX AEROSPACE HIGH SCHOOL",11X545,388,382,393
-73.896925,40.827539,"METROPOLITAN HIGH SCHOOL, THE",12X248,347,341,367
-73.890591,40.836245,"EXPLORATIONS ACADEMY",12X251,381,360,381
-73.900593,40.826933,"BRONX LATIN",12X267,408,411,432
-73.887688,40.836821,"EAST BRONX ACADEMY FOR THE FUTURE",12X271,366,358,378
-73.896925,40.827539,"PEACE AND DIVERSITY ACADEMY",12X278,390,364,401
-73.878191,40.832508,"PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE",12X388,321,298,351
-73.898265,40.823124,"ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX",12X446,380,349,372
-73.878191,40.832508,"THE CINEMA SCHOOL",12X478,s,s,s
-73.900593,40.826933,"BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL",12X479,s,s,s
-73.898265,40.823124,"BRONX REGIONAL HIGH SCHOOL",12X480,398,398,385
-73.878191,40.832508,"HIGH SCHOOL OF WORLD CULTURES",12X550,304,312,323
-73.885804,40.831212,"FANNIE LOU HAMER FREEDOM HIGH SCHOOL",12X682,342,341,346
-73.875262,40.841376,"WINGS ACADEMY",12X684,378,362,374
-73.878191,40.832508,"MONROE ACADEMY FOR VISUAL ARTS & DESIGN",12X692,332,349,357
-73.976104,40.697177,"DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS",13K265,352,373,349
-73.984528,40.69733,"URBAN ASSEMBLY HIGH SCHOOL OF MUSIC AND ART",13K350,360,356,364
-73.95818,40.692015,"BROOKLYN COMMUNITY HIGH SCHOOL OF COMMUNICATION, ARTS AND MEDIA",13K412,375,384,355
-73.984528,40.69733,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TECHNOLOGY AND THE CREATIVE ARTS",13K419,399,395,417
-73.976435,40.688896,"BROOKLYN TECHNICAL HIGH SCHOOL",13K430,587,587,659
-73.984528,40.69733,"BROOKLYN INTERNATIONAL HIGH SCHOOL",13K439,305,312,364
-73.988323,40.694629,"THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE",13K483,400,389,417
-73.961636,40.678591,"ACORN COMMUNITY HIGH SCHOOL",13K499,384,368,364
-73.988323,40.694629,"URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN",13K527,s,s,s
-73.947873,40.684654,"BROOKLYN ACADEMY HIGH SCHOOL",13K553,435,379,383
-73.947873,40.684654,"BEDFORD STUYVESANT PREPARATORY HIGH SCHOOL",13K575,398,394,391
-73.953692,40.685486,"BEDFORD ACADEMY HIGH SCHOOL",13K595,438,431,443
-73.986105,40.695444,"GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",13K605,406,392,391
-73.95818,40.692015,"BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY SERVICE",13K616,s,s,s
-73.968759,40.695389,"BENJAMIN BANNEKER ACADEMY",13K670,471,448,472
-73.986105,40.695444,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHITECTURE, AND TECHNOLOGY",13K674,441,413,499
-73.953304,40.703996,"JUAN MOREL CAMPOS SECONDARY SCHOOL",14K071,365,359,361
-73.947557,40.696698,"FOUNDATIONS ACADEMY",14K322,s,s,s
-73.944463,40.709765,"BROOKLYN LATIN SCHOOL, THE",14K449,586,570,584
-73.944463,40.709765,"GREEN SCHOOL: AN ACADEMY FOR ENVIRONMENTAL CAREERS",14K454,407,396,386
-73.938921,40.711134,"PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS",14K474,364,371,379
-73.938921,40.711134,"SCHOOL FOR LEGAL STUDIES",14K477,413,395,396
-73.938921,40.711134,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHNOLOGY",14K478,398,396,421
-73.954815,40.715561,"BROOKLYN PREPARATORY HIGH SCHOOL",14K488,367,350,373
-73.954815,40.715561,"WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESIGN",14K558,363,364,385
-73.954815,40.715561,"WILLIAMSBURG PREPARATORY SCHOOL",14K561,397,380,410
-73.944463,40.709765,"LYONS COMMUNITY SCHOOL",14K586,371,355,377
-73.953328,40.721448,"AUTOMOTIVE HIGH SCHOOL",14K610,367,350,376
-73.953328,40.721448,"FRANCES PERKINS ACADEMY",14K632,382,368,372
-73.955741,40.70554,"EL PUENTE ACADEMY FOR PEACE AND JUSTICE",14K685,359,341,335
-73.993293,40.685006,"BROOKLYN SCHOOL FOR GLOBAL STUDIES",15K429,361,383,367
-74.002022,40.679462,"BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES",15K448,393,387,399
-73.97858,40.669255,"SECONDARY SCHOOL FOR LAW",15K462,398,394,411
-73.97858,40.669255,"SECONDARY SCHOOL FOR JOURNALISM",15K463,397,381,391
-73.97858,40.669255,"PARK SLOPE COLLEGIATE",15K464,379,380,416
-73.993293,40.685006,"SCHOOL FOR INTERNATIONAL STUDIES",15K497,405,392,415
-73.990884,40.684869,"COBBLE HILL SCHOOL OF AMERICAN STUDIES",15K519,398,385,402
-73.992151,40.642619,"WEST BROOKLYN COMMUNITY HIGH SCHOOL",15K529,s,s,s
-73.980266,40.683951,"BROOKLYN HIGH SCHOOL OF THE ARTS",15K656,426,411,421
-74.004342,40.655583,"SUNSET PARK HIGH SCHOOL",15K667,s,s,s
-74.014363,40.677968,"SOUTH BROOKLYN COMMUNITY HIGH SCHOOL",15K698,430,425,416
-73.9317,40.6921,"FREDERICK DOUGLASS ACADEMY IV SECONDARY SCHOOL",16K393,355,358,355
-73.931604,40.678478,"BOYS AND GIRLS HIGH SCHOOL",16K455,365,362,370
-73.920603,40.688399,"BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY",16K498,362,358,372
-73.921099,40.680239,"GOTHAM PROFESSIONAL ARTS ACADEMY",16K594,370,351,372
-73.932254,40.691467,"THE BROOKLYN ACADEMY OF GLOBAL FINANCE",16K688,s,s,s
-73.957173,40.649602,"ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL",17K382,396,369,374
-73.957173,40.649602,"ACADEMY OF HOSPITALITY AND TOURISM",17K408,352,351,342
-73.955188,40.669561,"W.E.B. DUBOIS ACADEMIC HIGH SCHOOL",17K489,394,334,364
-73.960689,40.669805,"INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS",17K524,287,291,335
-73.960689,40.669805,"THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP",17K528,403,388,385
-73.943839,40.658671,"SCHOOL FOR HUMAN RIGHTS, THE",17K531,348,359,381
-73.943839,40.658671,"SCHOOL FOR DEMOCRACY AND LEADERSHIP",17K533,377,372,404
-73.957173,40.649602,"HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT ERASMUS",17K537,338,340,349
-73.957173,40.649602,"HIGH SCHOOL FOR SERVICE & LEARNING AT ERASMUS",17K539,362,368,375
-73.957173,40.649602,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS",17K543,457,441,462
-73.943839,40.658671,"HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW",17K546,418,414,441
-73.960689,40.669805,"BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT",17K547,388,373,382
-73.960689,40.669805,"BROOKLYN SCHOOL FOR MUSIC & THEATRE",17K548,385,373,393
-73.923881,40.666251,"BROWNSVILLE ACADEMY HIGH SCHOOL",17K568,372,335,356
